Year,CountryCode,CountryName,AmountUSD
1960,MAR,Morocco,480189724.33554
1960,MCO,Monaco,
1960,MDA,Moldova,
1960,MDG,Madagascar,67511336.6387727
1960,MDV,Maldives,
1960,MEX,Mexico,1109120000
1960,MHL,Marshall Islands,
1960,MLI,Mali,
1960,MLT,Malta,
1960,MMR,Myanmar,
1960,MNE,Montenegro,
1960,MNG,Mongolia,
1960,MNP,Northern Mariana Islands,
1960,MOZ,Mozambique,
1960,MRT,Mauritania,14135562.3568207
1960,MUS,Mauritius,
1960,MWI,Malawi,35979280.4143917
1960,MYS,Malaysia,1235091467.39841
1960,NAM,Namibia,
1960,NCL,New Caledonia,
1960,NER,Niger,31918254.3018471
1960,NGA,Nigeria,387783144.337113
1960,NIC,Nicaragua,52948278.3333333
1960,NLD,Netherlands,6002580390.69374
1960,NOR,Norway,1872051410.90351
1960,NPL,Nepal,
1960,NRU,Nauru,
1960,NZL,New Zealand,
1960,OMN,Oman,
1960,PAK,Pakistan,
1960,PAN,Panama,245950200
1960,PER,Peru,519800925.40293
1960,PHL,Philippines,798628848.628849
1960,PLW,Palau,
1960,PNG,Papua New Guinea,
1960,POL,Poland,
1960,PRI,Puerto Rico,
1960,PRK,"Korea, Dem. People’s Rep.",
1960,PRT,Portugal,456718078.528275
1960,PRY,Paraguay,
1960,PSE,West Bank and Gaza,
1960,PYF,French Polynesia,
1960,QAT,Qatar,
1960,ROU,Romania,
1960,RUS,Russian Federation,
1960,RWA,Rwanda,14800000
1960,SAU,Saudi Arabia,
1960,SDN,Sudan,190333333.333333
1960,SEN,Senegal,168550127.890479
1960,SGP,Singapore,1147523846.85744
1960,SLB,Solomon Islands,
1960,SLE,Sierra Leone,
1960,SLV,El Salvador,
1960,SMR,San Marino,
1960,SOM,Somalia,22945943.7816225
1960,SRB,Serbia,
1960,SSD,South Sudan,
1960,STP,Sao Tome and Principe,
1960,SUR,Suriname,
1960,SVK,Slovak Republic,
1960,SVN,Slovenia,
1960,SWE,Sweden,3415028157.03131
1960,SWZ,Eswatini,16939661.2067759
1960,SXM,Sint Maarten (Dutch part),
1960,SYC,Seychelles,
1960,SYR,Syrian Arab Republic,183179975.970817
1960,TCA,Turks and Caicos Islands,
1960,TCD,Chad,41987616.1525435
1960,TGO,Togo,37708626.3143105
1960,THA,Thailand,445712828.938051
1960,TJK,Tajikistan,
1960,TKM,Turkmenistan,
1960,TLS,Timor-Leste,
1960,TON,Tonga,
1960,TTO,Trinidad and Tobago,
1960,TUN,Tunisia,
1960,TUR,Turkey,287710645.293876
1960,TUV,Tuvalu,
1960,TZA,Tanzania,
1960,UGA,Uganda,115605870.020964
1960,UKR,Ukraine,
1960,URY,Uruguay,171350239.890336
1960,USA,United States,27000000000
1960,UZB,Uzbekistan,
1960,VCT,St. Vincent and the Grenadines,
1960,VEN,"Venezuela, RB",2367454545.45455
1960,VGB,British Virgin Islands,
1960,VIR,Virgin Islands,
1960,VNM,Vietnam,
1960,VUT,Vanuatu,
1960,WSM,Samoa,
1960,XKX,Kosovo,
1960,YEM,"Yemen, Rep.",
1960,ZAF,South Africa,2238599105.4558
1960,ZMB,Zambia,
1960,ZWE,Zimbabwe,
1963,ABW,Aruba,
1963,AFG,Afghanistan,68888922.2222222
1963,AGO,Angola,
1963,ALB,Albania,
1963,AND,Andorra,
1963,ARE,United Arab Emirates,
1963,ARG,Argentina,1441753549.59206
1963,ARM,Armenia,
1963,ASM,American Samoa,
1963,ATG,Antigua and Barbuda,
1963,AUS,Australia,2796505767.72315
1963,AUT,Austria,1961802212.17205
1963,AZE,Azerbaijan,
1963,BDI,Burundi,17500000
1963,BEL,Belgium,5948215317.59445
1963,BEN,Benin,9703490.05209447
1963,BFA,Burkina Faso,21985472.3951019
1963,BGD,Bangladesh,531067333.067804
1963,BGR,Bulgaria,
1963,BHR,Bahrain,
1963,BHS,"Bahamas, The",
1963,BIH,Bosnia and Herzegovina,
1963,BLR,Belarus,
1963,BLZ,Belize,
1963,BMU,Bermuda,
1963,BOL,Bolivia,81303527.6048014
1963,BRA,Brazil,2080325261.99351
1963,BRB,Barbados,
1963,BRN,Brunei Darussalam,
1963,BTN,Bhutan,
1963,BWA,Botswana,11044317.0697609
1963,CAF,Central African Republic,32650875.6148568
1963,CAN,Canada,8094515611.35049
1963,CHE,Switzerland,3477336462.54756
1963,CHI,Channel Islands,
1963,CHL,Chile,697065976.799525
1963,CHN,China,2031034202.61597
1963,CIV,Cote d'Ivoire,258264752.481875
1963,CMR,Cameroon,
1963,COD,"Congo, Dem. Rep.",
1963,COG,"Congo, Rep.",62818525.19749
1963,COL,Colombia,579510844.444444
1963,COM,Comoros,
1963,CPV,Cabo Verde,
1963,CRI,Costa Rica,113065968.932798
1963,CUB,Cuba,
1963,CUW,Curaçao,
1963,CYM,Cayman Islands,
1963,CYP,Cyprus,
1963,CZE,Czech Republic,
1963,DEU,Germany,
1963,DJI,Djibouti,
1963,DMA,Dominica,
1963,DNK,Denmark,2528521058.65508
1963,DOM,Dominican Republic,195000000
1963,DZA,Algeria,667230625.886166
1963,ECU,Ecuador,168447595.433591
1963,EGY,"Egypt, Arab Rep.",
1963,ERI,Eritrea,
1963,ESP,Spain,1471112407.84921
1963,EST,Estonia,
1963,ETH,Ethiopia,
1963,FIN,Finland,1313353898.56821
1963,FJI,Fiji,
1963,FRA,France,10775818755.1311
1963,FRO,Faroe Islands,
1963,FSM,"Micronesia, Fed. Sts.",
1963,GAB,Gabon,72764821.8143336
1963,GBR,United Kingdom,16511191128.7229
1963,GEO,Georgia,
1963,GHA,Ghana,326368928.557421
1963,GIB,Gibraltar,
1963,GIN,Guinea,
1963,GMB,Gambia,
1963,GNB,Guinea-Bissau,
1963,GNQ,Equatorial Guinea,
1963,GRC,Greece,556304610.630942
1963,GRD,Grenada,
1963,GRL,Greenland,
1963,GTM,Guatemala,180400000
1963,GUM,Guam,
1963,GUY,Guyana,110599078.341014
1963,HKG,"Hong Kong SAR, China",1414306395.93155
1963,HND,Honduras,90600000
1963,HRV,Croatia,
1963,HTI,Haiti,
1963,HUN,Hungary,
1963,IDN,Indonesia,
1963,IMN,Isle of Man,
1963,IND,India,2072702072.70207
1963,IRL,Ireland,756372067.621763
1963,IRN,"Iran, Islamic Rep.",755608234.983498
1963,IRQ,Iraq,
1963,ISL,Iceland,139975588.353897
1963,ISR,Israel,558000000
1963,ITA,Italy,7020447958.88853
1963,JAM,Jamaica,282449951.00098
1963,JOR,Jordan,
1963,JPN,Japan,6281142818.13333
1963,KAZ,Kazakhstan,
1963,KEN,Kenya,296813881.020968
1963,KGZ,Kyrgyz Republic,
1963,KHM,Cambodia,125714285.714286
1963,KIR,Kiribati,
1963,KNA,St. Kitts and Nevis,
1963,KOR,"Korea, Rep.",157385220.712387
1963,KWT,Kuwait,
1963,LAO,Lao PDR,
1963,LBN,Lebanon,
1963,LBR,Liberia,
1963,LBY,Libya,
1963,LCA,St. Lucia,
1963,LIE,Liechtenstein,
1963,LKA,Sri Lanka,319557568.521506
1963,LSO,Lesotho,6999860.00279994
1963,LTU,Lithuania,
1963,LUX,Luxembourg,629020772.213136
1963,LVA,Latvia,
1963,MAC,"Macao SAR, China",
1963,MAF,St. Martin (French part),
1963,MAR,Morocco,476237545.697066
1963,MCO,Monaco,
1963,MDA,Moldova,
1963,MDG,Madagascar,97047803.6563488
1963,MDV,Maldives,
1963,MEX,Mexico,1411096000
1963,MHL,Marshall Islands,
1963,MLI,Mali,
1963,MLT,Malta,
1963,MMR,Myanmar,
1963,MNE,Montenegro,
1963,MNG,Mongolia,
1963,MNP,Northern Mariana Islands,
1963,MOZ,Mozambique,
1963,MRT,Mauritania,28674998.3289413
1963,MUS,Mauritius,
1963,MWI,Malawi,41719165.6166877
1963,MYS,Malaysia,1152839376.71501
1963,NAM,Namibia,
1963,NCL,New Caledonia,
1963,NER,Niger,54590784.5352393
1963,NGA,Nigeria,453486910.261795
1963,NIC,Nicaragua,84431029.5238095
1963,NLD,Netherlands,7315166177.64235
1963,NOR,Norway,2243828466.96984
1963,NPL,Nepal,
1963,NRU,Nauru,
1963,NZL,New Zealand,
1963,OMN,Oman,
1963,PAK,Pakistan,
1963,PAN,Panama,380614200
1963,PER,Peru,664271400.936567
1963,PHL,Philippines,907647995.102541
1963,PLW,Palau,
1963,PNG,Papua New Guinea,48048006.8750932
1963,POL,Poland,
1963,PRI,Puerto Rico,
1963,PRK,"Korea, Dem. People’s Rep.",
1963,PRT,Portugal,622462235.059748
1963,PRY,Paraguay,
1963,PSE,West Bank and Gaza,
1963,PYF,French Polynesia,
1963,QAT,Qatar,
1963,ROU,Romania,
1963,RUS,Russian Federation,
1963,RWA,Rwanda,7600000
1963,SAU,Saudi Arabia,
1963,SDN,Sudan,262000000
1963,SEN,Senegal,197692086.519765
1963,SGP,Singapore,1295243695.2829
1963,SLB,Solomon Islands,
1963,SLE,Sierra Leone,
1963,SLV,El Salvador,
1963,SMR,San Marino,
1963,SOM,Somalia,34299919.0800324
1963,SRB,Serbia,
1963,SSD,South Sudan,
1963,STP,Sao Tome and Principe,
1963,SUR,Suriname,
1963,SVK,Slovak Republic,
1963,SVN,Slovenia,
1963,SWE,Sweden,4158979760.9428
1963,SWZ,Eswatini,32059358.8128237
1963,SXM,Sint Maarten (Dutch part),
1963,SYC,Seychelles,
1963,SYR,Syrian Arab Republic,233218642.819116
1963,TCA,Turks and Caicos Islands,
1963,TCD,Chad,48137413.9582585
1963,TGO,Togo,36412064.2536581
1963,THA,Thailand,535813730.196832
1963,TJK,Tajikistan,
1963,TKM,Turkmenistan,
1963,TLS,Timor-Leste,
1963,TON,Tonga,
1963,TTO,Trinidad and Tobago,
1963,TUN,Tunisia,
1963,TUR,Turkey,433333333.333333
1963,TUV,Tuvalu,
1963,TZA,Tanzania,
1963,UGA,Uganda,146023060.796646
1963,UKR,Ukraine,
1963,URY,Uruguay,185026101.896518
1963,USA,United States,31100000000
1963,UZB,Uzbekistan,
1963,VCT,St. Vincent and the Grenadines,
1963,VEN,"Venezuela, RB",3125151515.15152
1963,VGB,British Virgin Islands,
1963,VIR,Virgin Islands,
1963,VNM,Vietnam,
1963,VUT,Vanuatu,
1963,WSM,Samoa,
1963,XKX,Kosovo,
1963,YEM,"Yemen, Rep.",
1963,ZAF,South Africa,2696398922.51899
1963,ZMB,Zambia,
1963,ZWE,Zimbabwe,
1962,ABW,Aruba,
1962,AFG,Afghanistan,26666680
1962,AGO,Angola,
1962,ALB,Albania,
1962,AND,Andorra,
1962,ARE,United Arab Emirates,
1962,ARG,Argentina,1147183934.48134
1962,ARM,Armenia,
1962,ASM,American Samoa,
1962,ATG,Antigua and Barbuda,
1962,AUS,Australia,2772986896.62896
1962,AUT,Austria,1816199711.6468
1962,AZE,Azerbaijan,
1962,BDI,Burundi,28000000
1962,BEL,Belgium,5381621192.67603
1962,BEN,Benin,8317361.99456439
1962,BFA,Burkina Faso,20997594.4212122
1962,BGD,Bangladesh,546086853.304424
1962,BGR,Bulgaria,
1962,BHR,Bahrain,
1962,BHS,"Bahamas, The",
1962,BIH,Bosnia and Herzegovina,
1962,BLR,Belarus,
1962,BLZ,Belize,
1962,BMU,Bermuda,
1962,BOL,Bolivia,67363395.0483314
1962,BRA,Brazil,770900519.674771
1962,BRB,Barbados,
1962,BRN,Brunei Darussalam,
1962,BTN,Bhutan,
1962,BWA,Botswana,9953736.15589513
1962,CAF,Central African Republic,30610513.5259673
1962,CAN,Canada,7439414166.10697
1962,CHE,Switzerland,3191279862.32459
1962,CHI,Channel Islands,
1962,CHL,Chile,614812442.87852
1962,CHN,China,1913234218.86425
1962,CIV,Cote d'Ivoire,221930221.918022
1962,CMR,Cameroon,
1962,COD,"Congo, Dem. Rep.",
1962,COG,"Congo, Rep.",50771655.4192559
1962,COL,Colombia,605741204.428215
1962,COM,Comoros,
1962,CPV,Cabo Verde,
1962,CRI,Costa Rica,108885580.66796
1962,CUB,Cuba,
1962,CUW,Curaçao,
1962,CYM,Cayman Islands,
1962,CYP,Cyprus,
1962,CZE,Czech Republic,
1962,DEU,Germany,
1962,DJI,Djibouti,
1962,DMA,Dominica,
1962,DNK,Denmark,2236029168.68268
1962,DOM,Dominican Republic,196700000
1962,DZA,Algeria,396168199.311323
1962,ECU,Ecuador,155487287.042826
1962,EGY,"Egypt, Arab Rep.",
1962,ERI,Eritrea,
1962,ESP,Spain,1340088891.68918
1962,EST,Estonia,
1962,ETH,Ethiopia,
1962,FIN,Finland,1263061706.0589
1962,FJI,Fiji,
1962,FRA,France,9793338485.40631
1962,FRO,Faroe Islands,
1962,FSM,"Micronesia, Fed. Sts.",
1962,GAB,Gabon,57972564.2456614
1962,GBR,United Kingdom,15655395384.6658
1962,GEO,Georgia,
1962,GHA,Ghana,334773278.649029
1962,GIB,Gibraltar,
1962,GIN,Guinea,
1962,GMB,Gambia,
1962,GNB,Guinea-Bissau,
1962,GNQ,Equatorial Guinea,
1962,GRC,Greece,482808836.798816
1962,GRD,Grenada,
1962,GRL,Greenland,
1962,GTM,Guatemala,134800000
1962,GUM,Guam,
1962,GUY,Guyana,110424079.799335
1962,HKG,"Hong Kong SAR, China",1263224321.6155
1962,HND,Honduras,87200000
1962,HRV,Croatia,
1962,HTI,Haiti,
1962,HUN,Hungary,
1962,IDN,Indonesia,
1962,IMN,Isle of Man,
1962,IND,India,1757701757.70176
1962,IRL,Ireland,676034211.037935
1962,IRN,"Iran, Islamic Rep.",680443017.821782
1962,IRQ,Iraq,
1962,ISL,Iceland,128310955.991072
1962,ISR,Israel,446666666.666667
1962,ITA,Italy,6383932340.4554
1962,JAM,Jamaica,256772644.547109
1962,JOR,Jordan,
1962,JPN,Japan,5726760686.93333
1962,KAZ,Kazakhstan,
1962,KEN,Kenya,278123874.512932
1962,KGZ,Kyrgyz Republic,
1962,KHM,Cambodia,91428571.4285714
1962,KIR,Kiribati,
1962,KNA,St. Kitts and Nevis,
1962,KOR,"Korea, Rep.",109000419.232382
1962,KWT,Kuwait,
1962,LAO,Lao PDR,
1962,LBN,Lebanon,
1962,LBR,Liberia,
1962,LBY,Libya,
1962,LCA,St. Lucia,
1962,LIE,Liechtenstein,
1962,LKA,Sri Lanka,398590401.823739
1962,LSO,Lesotho,6019879.60240795
1962,LTU,Lithuania,
1962,LUX,Luxembourg,606449894.580347
1962,LVA,Latvia,
1962,MAC,"Macao SAR, China",
1962,MAF,St. Martin (French part),
1962,MAR,Morocco,428811402.035372
1962,MCO,Monaco,
1962,MDA,Moldova,
1962,MDG,Madagascar,101689130.676281
1962,MDV,Maldives,
1962,MEX,Mexico,1302504000
1962,MHL,Marshall Islands,
1962,MLI,Mali,
1962,MLT,Malta,
1962,MMR,Myanmar,
1962,MNE,Montenegro,
1962,MNG,Mongolia,
1962,MNP,Northern Mariana Islands,
1962,MOZ,Mozambique,
1962,MRT,Mauritania,16154928.407795
1962,MUS,Mauritius,
1962,MWI,Malawi,39199216.0156797
1962,MYS,Malaysia,1123674343.39475
1962,NAM,Namibia,
1962,NCL,New Caledonia,
1962,NER,Niger,49364155.6662704
1962,NGA,Nigeria,405957160.856783
1962,NIC,Nicaragua,70120699.3333333
1962,NLD,Netherlands,6729239598.63781
1962,NOR,Norway,2048957258.75685
1962,NPL,Nepal,
1962,NRU,Nauru,
1962,NZL,New Zealand,
1962,OMN,Oman,
1962,PAK,Pakistan,
1962,PAN,Panama,346803300
1962,PER,Peru,656247003.604478
1962,PHL,Philippines,745668940.975009
1962,PLW,Palau,
1962,PNG,Papua New Guinea,42336006.0577744
1962,POL,Poland,
1962,PRI,Puerto Rico,
1962,PRK,"Korea, Dem. People’s Rep.",
1962,PRT,Portugal,559847816.566087
1962,PRY,Paraguay,
1962,PSE,West Bank and Gaza,
1962,PYF,French Polynesia,
1962,QAT,Qatar,
1962,ROU,Romania,
1962,RUS,Russian Federation,
1962,RWA,Rwanda,11600000
1962,SAU,Saudi Arabia,
1962,SDN,Sudan,225333333.333333
1962,SEN,Senegal,220365435.075185
1962,SGP,Singapore,1141219129.75304
1962,SLB,Solomon Islands,
1962,SLE,Sierra Leone,
1962,SLV,El Salvador,
1962,SMR,San Marino,
1962,SOM,Somalia,26039938.0640248
1962,SRB,Serbia,
1962,SSD,South Sudan,
1962,STP,Sao Tome and Principe,
1962,SUR,Suriname,
1962,SVK,Slovak Republic,
1962,SVN,Slovenia,
1962,SWE,Sweden,3835863778.12531
1962,SWZ,Eswatini,21979560.4087918
1962,SXM,Sint Maarten (Dutch part),
1962,SYC,Seychelles,
1962,SYR,Syrian Arab Republic,232483194.226885
1962,TCA,Turks and Caicos Islands,
1962,TCD,Chad,50177660.4283922
1962,TGO,Togo,46343063.3935462
1962,THA,Thailand,519061302.681992
1962,TJK,Tajikistan,
1962,TKM,Turkmenistan,
1962,TLS,Timor-Leste,
1962,TON,Tonga,
1962,TTO,Trinidad and Tobago,
1962,TUN,Tunisia,
1962,TUR,Turkey,500000000
1962,TUV,Tuvalu,
1962,TZA,Tanzania,
1962,UGA,Uganda,108245283.018868
1962,UKR,Ukraine,
1962,URY,Uruguay,193918025.561922
1962,USA,United States,29100000000
1962,UZB,Uzbekistan,
1962,VCT,St. Vincent and the Grenadines,
1962,VEN,"Venezuela, RB",2923454545.45455
1962,VGB,British Virgin Islands,
1962,VIR,Virgin Islands,
1962,VNM,Vietnam,
1962,VUT,Vanuatu,
1962,WSM,Samoa,
1962,XKX,Kosovo,
1962,YEM,"Yemen, Rep.",
1962,ZAF,South Africa,2498999001.4
1962,ZMB,Zambia,
1962,ZWE,Zimbabwe,
1961,ABW,Aruba,
1961,AFG,Afghanistan,24444455.5555556
1961,AGO,Angola,
1961,ALB,Albania,
1961,AND,Andorra,
1961,ARE,United Arab Emirates,
1961,ARG,Argentina,
1961,ARM,Armenia,
1961,ASM,American Samoa,
1961,ATG,Antigua and Barbuda,
1961,AUS,Australia,2437003023.85486
1961,AUT,Austria,1682092116.85016
1961,AZE,Azerbaijan,
1961,BDI,Burundi,26250000
1961,BEL,Belgium,4837690320.53443
1961,BEN,Benin,10801828.3446839
1961,BFA,Burkina Faso,19014523.3570401
1961,BGD,Bangladesh,519448521.02941
1961,BGR,Bulgaria,
1961,BHR,Bahrain,
1961,BHS,"Bahamas, The",
1961,BIH,Bosnia and Herzegovina,
1961,BLR,Belarus,
1961,BLZ,Belize,
1961,BMU,Bermuda,
1961,BOL,Bolivia,66695604.2671831
1961,BRA,Brazil,1109152823.34559
1961,BRB,Barbados,
1961,BRN,Brunei Darussalam,
1961,BTN,Bhutan,
1961,BWA,Botswana,8954806.21239681
1961,CAF,Central African Republic,32618432.4315288
1961,CAN,Canada,7215712236.96798
1961,CHE,Switzerland,2912465340.66224
1961,CHI,Channel Islands,
1961,CHL,Chile,525717060.801627
1961,CHN,China,1937606629.29564
1961,CIV,Cote d'Ivoire,218194462.124088
1961,CMR,Cameroon,
1961,COD,"Congo, Dem. Rep.",
1961,COG,"Congo, Rep.",29515424.4500006
1961,COL,Colombia,589865537.313433
1961,COM,Comoros,
1961,CPV,Cabo Verde,
1961,CRI,Costa Rica,102289846.339259
1961,CUB,Cuba,
1961,CUW,Curaçao,
1961,CYM,Cayman Islands,
1961,CYP,Cyprus,
1961,CZE,Czech Republic,
1961,DEU,Germany,
1961,DJI,Djibouti,
1961,DMA,Dominica,
1961,DNK,Denmark,2079942081.60529
1961,DOM,Dominican Republic,152100000
1961,DZA,Algeria,1125951671.0553
1961,ECU,Ecuador,157101028.714894
1961,EGY,"Egypt, Arab Rep.",
1961,ERI,Eritrea,
1961,ESP,Spain,1102919716.34887
1961,EST,Estonia,
1961,ETH,Ethiopia,
1961,FIN,Finland,1184896765.11113
1961,FJI,Fiji,
1961,FRA,France,9513310197.25185
1961,FRO,Faroe Islands,
1961,FSM,"Micronesia, Fed. Sts.",
1961,GAB,Gabon,52322628.9770515
1961,GBR,United Kingdom,15258543540.5409
1961,GEO,Georgia,
1961,GHA,Ghana,340376178.7101
1961,GIB,Gibraltar,
1961,GIN,Guinea,
1961,GMB,Gambia,
1961,GNB,Guinea-Bissau,
1961,GNQ,Equatorial Guinea,
1961,GRC,Greece,434113891.909364
1961,GRD,Grenada,
1961,GRL,Greenland,
1961,GTM,Guatemala,128700000
1961,GUM,Guam,
1961,GUY,Guyana,96774193.5483871
1961,HKG,"Hong Kong SAR, China",1149077545.56591
1961,HND,Honduras,79500000
1961,HRV,Croatia,
1961,HTI,Haiti,
1961,HUN,Hungary,
1961,IDN,Indonesia,
1961,IMN,Isle of Man,
1961,IND,India,1688401688.40169
1961,IRL,Ireland,670336524.244063
1961,IRN,"Iran, Islamic Rep.",607915176.237624
1961,IRQ,Iraq,
1961,ISL,Iceland,105112729.928159
1961,ISR,Israel,362000000
1961,ITA,Italy,5736466839.25696
1961,JAM,Jamaica,249069438.611228
1961,JOR,Jordan,
1961,JPN,Japan,4964487441.06667
1961,KAZ,Kazakhstan,
1961,KEN,Kenya,259433896.004885
1961,KGZ,Kyrgyz Republic,
1961,KHM,Cambodia,82857142.8571429
1961,KIR,Kiribati,
1961,KNA,St. Kitts and Nevis,
1961,KOR,"Korea, Rep.",97683169.9671131
1961,KWT,Kuwait,
1961,LAO,Lao PDR,
1961,LBN,Lebanon,
1961,LBR,Liberia,
1961,LBY,Libya,
1961,LCA,St. Lucia,
1961,LIE,Liechtenstein,
1961,LKA,Sri Lanka,397732379.895187
1961,LSO,Lesotho,4479910.40179196
1961,LTU,Lithuania,
1961,LUX,Luxembourg,626766230.058913
1961,LVA,Latvia,
1961,MAC,"Macao SAR, China",
1961,MAF,St. Martin (French part),
1961,MAR,Morocco,440667937.950795
1961,MCO,Monaco,
1961,MDA,Moldova,
1961,MDG,Madagascar,102110849.269515
1961,MDV,Maldives,
1961,MEX,Mexico,1191208000
1961,MHL,Marshall Islands,
1961,MLI,Mali,
1961,MLT,Malta,
1961,MMR,Myanmar,
1961,MNE,Montenegro,
1961,MNG,Mongolia,
1961,MNP,Northern Mariana Islands,
1961,MOZ,Mozambique,
1961,MRT,Mauritania,15448151.6065457
1961,MUS,Mauritius,
1961,MWI,Malawi,35979280.4143917
1961,MYS,Malaysia,1116792728.34183
1961,NAM,Namibia,
1961,NCL,New Caledonia,
1961,NER,Niger,39451761.2118726
1961,NGA,Nigeria,410318073.638527
1961,NIC,Nicaragua,56287344.7142857
1961,NLD,Netherlands,6289121521.09683
1961,NOR,Norway,1968595448.49264
1961,NPL,Nepal,
1961,NRU,Nauru,
1961,NZL,New Zealand,
1961,OMN,Oman,
1961,PAK,Pakistan,
1961,PAN,Panama,282659200
1961,PER,Peru,603360550.958955
1961,PHL,Philippines,913828362.630851
1961,PLW,Palau,
1961,PNG,Papua New Guinea,39424005.6411021
1961,POL,Poland,
1961,PRI,Puerto Rico,
1961,PRK,"Korea, Dem. People’s Rep.",
1961,PRT,Portugal,460401266.375809
1961,PRY,Paraguay,
1961,PSE,West Bank and Gaza,
1961,PYF,French Polynesia,
1961,QAT,Qatar,
1961,ROU,Romania,
1961,RUS,Russian Federation,
1961,RWA,Rwanda,14000000
1961,SAU,Saudi Arabia,
1961,SDN,Sudan,189000000
1961,SEN,Senegal,224220965.684579
1961,SGP,Singapore,1089017378.8057
1961,SLB,Solomon Islands,
1961,SLE,Sierra Leone,
1961,SLV,El Salvador,
1961,SMR,San Marino,
1961,SOM,Somalia,30659933.9760264
1961,SRB,Serbia,
1961,SSD,South Sudan,
1961,STP,Sao Tome and Principe,
1961,SUR,Suriname,
1961,SVK,Slovak Republic,
1961,SVN,Slovenia,
1961,SWE,Sweden,3607782140.77514
1961,SWZ,Eswatini,18059638.8072239
1961,SXM,Sint Maarten (Dutch part),
1961,SYC,Seychelles,
