Row ID,Product,Sales,Profit
110,Accessories,339.96,67.992
111,Furnishings,41.96,10.9096
112,Art,75.96,22.788
113,Binders,27.24,13.3476
114,Fasteners,40.096,14.5348
115,Envelopes,4.72,1.652
116,Paper,23.976,7.4925
117,Envelopes,130.464,44.0316
118,Tables,787.53,165.3813
119,Binders,157.794,-115.7156
120,Furnishings,47.04,18.3456
121,Binders,30.84,13.878
122,Storage,226.56,63.4368
123,Envelopes,115.02,51.759
124,Phones,68.04,19.7316
125,Chairs,600.558,-8.5794
126,Tables,617.7,-407.682
127,Binders,2.388,-1.8308
128,Storage,243.992,30.499
129,Chairs,81.424,-9.1602
130,Furnishings,238.56,26.2416
131,Phones,59.97,-11.994
132,Paper,78.304,29.364
133,Fasteners,21.456,6.9732
134,Paper,20.04,9.6192
135,Paper,35.44,16.6568
136,Art,11.52,3.456
137,Fasteners,4.02,1.9698
138,Binders,76.176,26.6616
139,Supplies,65.88,18.4464
140,Furnishings,43.12,20.6976
141,Furnishings,82.8,10.35
142,Art,8.82,2.3814
143,Envelopes,10.86,5.1042
144,Paper,143.7,68.976
145,Appliances,839.43,218.2518
146,Storage,671.93,20.1579
147,Furnishings,93.888,12.9096
148,Phones,384.45,103.8015
149,Phones,149.97,5.9988
150,Chairs,1951.84,585.552
151,Binders,171.55,80.6285
152,Appliances,157.92,17.766
153,Phones,203.184,15.2388
154,Paper,58.38,26.271
155,Paper,105.52,48.5392
156,Storage,80.88,21.0288
157,Art,6.63,1.7901
158,Chairs,457.568,51.4764
159,Labels,14.62,6.8714
160,Phones,944.93,236.2325
161,Paper,5.98,2.691
162,Accessories,54.384,1.3596
163,Envelopes,28.4,13.348
164,Binders,27.68,9.688
165,Art,9.936,2.7324
166,Machines,8159.952,-1359.992
167,Storage,275.928,-58.6347
168,Chairs,1740.06,-24.858
169,Art,32.064,6.8136
170,Appliances,177.98,-453.849
171,Phones,143.976,8.9985
172,Paper,20.94,9.8418
173,Paper,110.96,53.2608
174,Chairs,340.144,21.259
175,Appliances,52.448,-131.12
176,Labels,20.16,6.552
177,Appliances,97.264,-243.16
178,Chairs,396.802,-11.3372
179,Supplies,15.88,-3.7715
180,Art,3.28,1.4104
181,Storage,24.816,1.8612
182,Accessories,408.744,76.6395
183,Phones,503.96,131.0296
184,Phones,149.95,41.986
185,Accessories,29,7.25
186,Binders,7.16,3.4368
187,Accessories,176.8,22.984
188,Storage,37.224,3.7224
189,Paper,20.016,6.255
190,Bookcases,899.136,112.392
191,Phones,71.76,20.0928
192,Paper,51.84,24.8832
193,Bookcases,626.352,46.9764
194,Art,19.9,6.567
195,Envelopes,14.28,6.7116
196,Art,7.408,1.2038
197,Art,6.048,1.5876
198,Storage,46.26,12.0276
199,Binders,2.946,-2.2586
200,Paper,16.056,5.8203
201,Paper,21.744,6.795
202,Tables,218.75,-161.875
203,Appliances,2.6,0.2925
204,Appliances,66.284,-178.9668
205,Furnishings,35.168,9.6712
206,Phones,444.768,44.4768
207,Storage,83.92,5.8744
208,Phones,131.98,35.6346
209,Binders,15.92,7.4824
210,Fasteners,52.29,16.2099
211,Storage,91.99,3.6796
212,Accessories,20.8,6.5
213,Labels,23.68,8.88
214,Bookcases,452.45,-244.323
215,Phones,62.982,-14.6958
216,Machines,1188,-950.4
217,Accessories,89.584,4.4792
218,Storage,93.06,26.0568
219,Phones,302.376,22.6782
220,Fasteners,5.584,1.8148
221,Paper,22.704,8.2302
222,Binders,19.776,-13.8432
223,Furnishings,72.704,19.0848
224,Machines,479.988,-383.9904
225,Art,27.168,2.7168
226,Art,2.2,0.968
227,Tables,622.45,136.939
228,Storage,21.98,0.2198
229,Chairs,161.568,-28.2744
230,Chairs,389.696,43.8408
231,Binders,18.648,-12.432
232,Tables,233.86,-102.048
233,Tables,620.6145,-248.2458
234,Binders,5.328,-3.552
235,Furnishings,258.072,0
236,Accessories,617.976,-7.7247
237,Paper,10.56,4.752
238,Paper,25.92,9.396
239,Furnishings,419.68,-356.728
240,Furnishings,11.688,-4.6752
241,Phones,31.984,11.1944
242,Tables,177.225,-120.513
243,Furnishings,4.044,-2.8308
244,Art,7.408,1.2038
245,Chairs,2001.86,580.5394
246,Storage,166.72,41.68
247,Paper,47.88,23.94
248,Appliances,1503.25,496.0725
249,Paper,25.92,12.4416
250,Chairs,321.568,28.1372
251,Paper,7.61,3.5767
252,Accessories,3347.37,636.0003
253,Storage,80.58,22.5624
254,Envelopes,361.92,162.864
255,Furnishings,12.132,-8.4924
256,Storage,82.368,-19.5624
257,Storage,53.92,4.044
258,Phones,647.904,56.6916
259,Accessories,20.37,6.9258
260,Storage,221.55,6.6465
261,Binders,17.52,6.132
262,Appliances,1.624,-4.466
263,Machines,3059.982,-509.997
264,Machines,2519.958,-251.9958
265,Phones,328.224,28.7196
266,Accessories,79.9,35.156
267,Art,14.016,4.7304
268,Fasteners,7.56,0.3024
269,Storage,37.208,-7.4416
270,Envelopes,57.576,21.591
271,Storage,725.84,210.4936
272,Accessories,209.93,92.3692
273,Furnishings,5.28,2.3232
274,Binders,10.92,4.095
275,Paper,8.82,4.0572
276,Art,5.98,1.5548
277,Paper,11.648,4.0768
278,Paper,18.176,5.9072
279,Storage,59.712,5.9712
280,Labels,24.84,8.694
281,Binders,2.08,-3.432
282,Phones,1114.4,376.11
283,Tables,1038.84,51.942
284,Paper,141.76,47.844
285,Accessories,239.8,47.96
286,Paper,31.104,10.8864
287,Binders,254.058,-169.372
288,Appliances,194.528,24.316
289,Supplies,961.48,-204.3145
290,Fasteners,19.096,6.6836
291,Labels,18.496,6.2424
292,Accessories,255.984,54.3966
293,Bookcases,86.97,-48.7032
294,Furnishings,300.416,78.8592
295,Chairs,230.352,20.1558
296,Furnishings,218.352,-24.5646
297,Binders,78.6,-62.88
298,Fasteners,27.552,9.2988
299,Paper,32.4,15.552
300,Storage,1082.48,10.8248
301,Paper,56.91,27.3168
302,Furnishings,77.6,38.024
303,Binders,14.28,6.5688
304,Tables,219.075,-131.445
305,Furnishings,26.8,12.864
306,Art,9.84,2.8536
307,Binders,45.48,20.9208
308,Art,289.2,83.868
309,Art,4.89,2.0049
310,Furnishings,15.136,3.5948
311,Chairs,466.768,52.5114
312,Furnishings,15.232,1.7136
313,Labels,6.264,2.0358
314,Furnishings,87.54,37.6422
315,Phones,178.384,22.298
316,Paper,15.552,5.4432
317,Art,99.136,8.6744
318,Chairs,135.882,24.1568
319,Machines,3991.98,1995.99
320,Phones,275.94,80.0226
321,Accessories,360,129.6
322,Storage,43.57,13.071
323,Fasteners,7.16,3.58
324,Binders,251.52,81.744
325,Accessories,99.99,34.9965
326,Furnishings,15.992,0.9995
327,Phones,290.898,-67.8762
328,Storage,54.224,3.389
329,Chairs,786.744,-258.5016
330,Labels,100.24,33.831
331,Binders,37.764,-27.6936
332,Phones,82.8,-20.7
333,Binders,20.724,-13.816
334,Binders,4.896,-3.4272
335,Binders,4.752,1.6038
336,Copiers,959.984,335.9944
337,Binders,14.368,4.49
338,Binders,7.712,2.7956
339,Tables,698.352,-17.4588
340,Fasteners,4.96,2.3312
341,Art,17.856,1.116
342,Binders,509.97,-407.976
343,Fasteners,30.992,10.0724
344,Phones,71.928,8.3916
345,Storage,88.8,-2.22
346,Phones,47.976,4.7976
347,Art,7.56,3.0996
348,Paper,24.56,11.5432
349,Art,12.96,4.1472
350,Accessories,6.79,2.3086
351,Paper,24.56,11.5432
352,Binders,3.048,1.0668
353,Paper,49.12,23.0864
354,Binders,4355.168,1415.4296
355,Bookcases,388.704,-4.8588
356,Envelopes,8.26,3.7996
357,Art,17.04,6.9864
358,Paper,34.4,15.824
359,Paper,36.24,11.325
360,Appliances,647.84,168.4384
361,Labels,20.7,9.936
362,Labels,20.7,9.936
363,Chairs,488.646,86.8704
364,Art,5.56,1.4456
365,Furnishings,47.12,20.7328
366,Storage,211.96,8.4784
367,Binders,23.2,10.44
368,Supplies,7.36,0.1472
369,Storage,104.79,29.3412
370,Bookcases,1043.92,271.4192
371,Paper,25.92,9.396
372,Storage,53.424,4.6746
373,Binders,8.16,-5.712
374,Accessories,1023.936,179.1888
375,Art,9.24,0.924
376,Accessories,479.04,-29.94
377,Paper,99.136,30.98
378,Tables,1488.424,-297.6848
379,Appliances,8.652,-20.3322
380,Storage,23.832,2.6811
381,Binders,12.176,-18.8728
382,Paper,50.96,25.48
383,Binders,49.536,17.3376
384,Accessories,41.9,8.799
385,Tables,375.4575,-157.0095
386,Accessories,83.976,-1.0497
387,Machines,482.34,-337.638
388,Furnishings,2.96,0.777
389,Art,2.624,0.4264
390,Binders,23.36,7.884
391,Accessories,39.98,13.5932
392,Phones,246.384,27.7182
393,Copiers,1799.97,701.9883
394,Binders,12.462,-20.5623
395,Binders,75.792,25.5798
396,Storage,49.96,9.4924
397,Paper,12.96,6.2208
398,Supplies,70.12,21.036
399,Storage,35.952,3.5952
400,Bookcases,2396.2656,-317.1528
401,Storage,131.136,-32.784
402,Accessories,57.584,0.7198
403,Paper,9.568,3.4684
404,Art,39.072,9.768
405,Appliances,35.91,9.6957
406,Accessories,179.95,37.7895
407,Copiers,1199.976,434.9913
408,Paper,27.15,13.3035
409,Tables,1004.024,-112.9527
410,Paper,9.68,4.6464
411,Labels,28.35,13.608
412,Paper,55.98,27.4302
413,Bookcases,1336.829,31.4548
414,Chairs,113.568,-18.4548
415,Paper,139.86,65.7342
416,Chairs,307.136,26.8744
417,Art,95.92,25.8984
418,Chairs,383.8,38.38
419,Paper,5.78,2.8322
420,Art,9.32,2.7028
421,Envelopes,15.25,7.015
422,Accessories,196.752,56.5662
423,Furnishings,56.56,14.7056
424,Storage,32.7,8.502
425,Chairs,866.4,225.264
426,Furnishings,28.4,11.076
427,Binders,287.92,138.2016
428,Machines,69.99,30.0957
429,Art,6.672,0.5004
430,Binders,189.588,-145.3508
431,Accessories,408.744,76.6395
432,Accessories,291.96,54.7425
433,Storage,4.768,-0.7748
434,Storage,714.3,207.147
435,Binders,4.812,-3.6892
436,Accessories,247.8,-18.585
437,Machines,1007.979,43.1991
438,Paper,313.488,113.6394
439,Paper,31.872,11.5536
440,Chairs,207.846,2.3094
441,Furnishings,12.22,3.666
442,Storage,194.94,23.3928
443,Storage,70.95,20.5755
444,Paper,91.36,42.0256
445,Chairs,242.94,29.1528
446,Labels,22.05,10.584
447,Furnishings,2.91,1.3677
448,Art,59.52,15.4752
449,Storage,161.94,9.7164
450,Art,263.88,71.2476
451,Art,30.48,7.9248
452,Art,9.84,2.8536
453,Phones,35.12,9.1312
454,Tables,284.364,-75.8304
455,Storage,665.408,66.5408
456,Accessories,63.88,24.9132
457,Chairs,129.568,-24.294
458,Chairs,747.558,-96.1146
459,Envelopes,8.928,3.348
460,Appliances,103.92,36.372
461,Accessories,899.91,377.9622
462,Binders,51.312,18.6006
463,Furnishings,23.56,7.068
464,Tables,1272.63,-814.4832
465,Binders,28.485,-20.889
466,Supplies,185.376,-34.758
467,Appliances,78.272,5.8704
468,Furnishings,254.744,-312.0614
469,Bookcases,205.3328,-36.2352
470,Binders,4.788,-7.9002
471,Paper,55.48,26.6304
472,Storage,340.92,3.4092
473,Bookcases,222.666,10.4784
474,Phones,703.968,87.996
475,Storage,92.52,24.9804
476,Paper,62.65,28.819
477,Paper,94.85,45.528
478,Phones,95.76,7.182
479,Furnishings,40.2,19.296
480,Art,14.7,6.615
481,Storage,704.25,84.51
482,Accessories,9.09,1.9089
483,Art,5.96,1.6688
484,Accessories,159.98,57.5928
485,Labels,29.6,14.8
486,Bookcases,514.165,-30.245
487,Phones,279.96,17.4975
488,Phones,2735.952,341.994
489,Phones,7.992,0.5994
490,Accessories,63.984,10.3974
491,Art,70.368,6.1572
492,Storage,449.15,8.983
493,Envelopes,11.07,5.0922
494,Accessories,93.98,13.1572
495,Tables,189.882,-94.941
496,Envelopes,105.42,51.6558
497,Binders,119.616,40.3704
498,Furnishings,255.76,81.8432
499,Chairs,241.568,18.1176
500,Furnishings,69.3,22.869
501,Binders,22.62,-15.08
502,Binders,14.952,-11.9616
503,Chairs,801.568,50.098
504,Binders,2.376,-1.9008
505,Paper,32.792,11.8871
506,Binders,15.92,5.373
507,Art,2.74,0.7398
508,Art,8.34,2.1684
509,Storage,46.74,11.685
510,Binders,6354.95,3177.475
511,Furnishings,126.3,40.416
512,Accessories,38.04,12.1728
513,Art,7.152,0.7152
514,Art,6.63,1.7901
515,Art,5.88,1.7052
516,Copiers,2999.95,1379.977
517,Storage,51.45,13.8915
518,Paper,11.96,5.382
519,Storage,1126.02,56.301
520,Accessories,18.392,5.2877
521,Storage,129.568,-25.9136
522,Binders,14.112,-21.168
523,Tables,210.98,21.098
524,Phones,55.176,-12.4146
525,Accessories,66.26,27.1666
526,Fasteners,22.2,10.434
527,Chairs,683.952,42.747
528,Furnishings,45.696,5.1408
529,Storage,36.336,-7.2672
530,Supplies,666.248,-149.9058
531,Envelopes,52.512,19.692
532,Chairs,190.72,11.92
533,Furnishings,47.94,2.397
534,Phones,979.95,274.386
535,Binders,22.75,11.375
536,Storage,16.768,1.4672
537,Binders,42.616,-68.1856
538,Binders,10.752,3.36
539,Appliances,152.94,41.2938
540,Chairs,283.92,70.98
541,Accessories,468.9,206.316
542,Phones,380.864,38.0864
543,Storage,646.776,-145.5246
544,Accessories,58.112,7.264
545,Phones,100.792,6.2995
546,Furnishings,66.112,-84.2928
547,Binders,41.28,13.932
548,Paper,13.36,6.4128
549,Storage,250.272,15.642
550,Binders,11.364,-17.046
551,Supplies,8.72,-1.744
552,Chairs,1121.568,0
553,Furnishings,34.504,6.0382
554,Fasteners,10.824,2.5707
555,Storage,1295.78,310.9872
556,Art,19.456,3.4048
557,Labels,20.7,9.936
558,Tables,1335.68,-217.048
559,Paper,32.4,15.552
560,Furnishings,42.6,16.614
561,Binders,84.056,27.3182
562,Appliances,13,1.3
563,Furnishings,13.128,3.7743
564,Fasteners,3.96,0
565,Labels,2.61,1.2006
566,Phones,374.376,46.797
567,Paper,91.84,45.0016
568,Binders,81.088,27.3672
569,Paper,19.44,9.3312
570,Chairs,451.152,0
571,Labels,72.45,34.776
572,Fasteners,13.96,6.4216
573,Binders,33.264,11.2266
574,Phones,14.85,4.0095
575,Art,8.82,2.3814
576,Paper,160.72,78.7528
577,Paper,19.92,9.7608
578,Supplies,7.3,2.19
579,Storage,69.712,8.714
580,Furnishings,8.792,-5.7148
581,Supplies,51.52,1.5456
582,Phones,470.376,52.9173
583,Phones,105.584,9.2386
584,Appliances,31.152,3.5046
585,Binders,6.783,-4.7481
586,Phones,406.368,30.4776
587,Chairs,70.98,4.9686
588,Labels,294.93,144.5157
589,Phones,84.784,-20.1362
590,Paper,20.736,7.2576
591,Binders,16.821,-12.8961
592,Paper,10.368,3.6288
593,Art,9.344,1.168
594,Accessories,31.2,9.75
595,Appliances,76.12,22.0748
596,Copiers,1199.976,434.9913
597,Phones,445.96,55.745
598,Furnishings,327.76,91.7728
599,Supplies,11.632,1.0178
600,Phones,143.982,-28.7964
601,Phones,494.376,-115.3544
602,Supplies,5.84,0.73
603,Storage,142.776,17.847
604,Furnishings,45.696,5.1408
605,Binders,7.218,-5.5338
606,Binders,43.188,-31.6712
607,Paper,131.904,47.8152
608,Binders,3.282,-2.6256
609,Art,21.168,2.3814
610,Phones,55.188,-10.1178
611,Phones,369.576,41.5773
612,Labels,15.712,5.6956
613,Paper,8.448,2.64
614,Phones,728.946,-157.9383
615,Phones,119.94,15.992
616,Binders,3.648,-2.7968
617,Furnishings,40.48,15.7872
618,Furnishings,9.94,3.0814
619,Binders,107.424,33.57
620,Phones,37.91,10.9939
621,Furnishings,88.02,27.2862
622,Binders,8.69,-14.773
623,Chairs,301.96,87.5684
624,Appliances,555.21,178.901
625,Storage,523.48,130.87
626,Art,161.82,46.9278
627,Furnishings,35.56,12.0904
628,Appliances,97.16,28.1764
629,Binders,15.24,5.1435
630,Paper,13.23,6.0858
631,Storage,243.384,-51.7191
632,Accessories,119.8,29.95
633,Phones,300.768,30.0768
634,Accessories,17.88,2.4585
635,Labels,235.944,85.5297
636,Chairs,392.94,43.2234
637,Binders,18.882,-13.8468
638,Appliances,122.328,12.2328
639,Furnishings,1049.2,272.792
640,Binders,15.424,5.0128
641,Furnishings,18.84,6.0288
642,Storage,330.4,85.904
643,Labels,26.25,12.6
644,Accessories,132.52,54.3332
645,Paper,6.48,3.1752
646,Appliances,209.3,56.511
647,Fasteners,31.56,9.8625
648,Appliances,30.144,3.0144
649,Furnishings,14.8,6.068
650,Phones,302.376,22.6782
651,Accessories,316,31.6
652,Paper,379.4,178.318
653,Paper,97.82,45.9754
654,Accessories,103.12,10.312
655,Appliances,113.552,8.5164
656,Binders,3.318,-2.6544
657,Envelopes,134.288,45.3222
658,Chairs,701.372,-50.098
659,Binders,2.308,-3.462
660,Storage,999.432,124.929
661,Storage,724.08,-135.765
662,Tables,918.785,-118.1295
663,Binders,2.724,-4.2222
664,Storage,459.95,18.398
665,Fasteners,10.74,5.2626
666,Supplies,23.76,2.079
667,Paper,85.056,28.7064
668,Phones,381.576,28.6182
669,Furnishings,30.36,8.7285
670,Furnishings,23.976,-14.3856
671,Tables,108.925,-71.8905
672,Paper,36.352,11.36
673,Art,19.56,1.7115
674,Appliances,61.44,16.5888
675,Paper,38.9,17.505
676,Accessories,99.39,40.7499
677,Appliances,2.688,-7.392
678,Accessories,27.816,4.5201
679,Furnishings,82.524,-41.262
680,Binders,182.994,-320.2395
681,Binders,14.352,4.6644
682,Storage,64.96,2.5984
683,Storage,68.6,18.522
684,Machines,7999.98,-3839.9904
685,Appliances,167.44,14.651
686,Accessories,479.97,163.1898
687,Labels,14.62,6.8714
688,Paper,19.44,9.3312
689,Bookcases,191.984,4.7996
690,Furnishings,104.01,14.5614
691,Phones,284.82,74.0532
692,Storage,36.84,10.3152
693,Accessories,166.24,24.936
694,Paper,33.4,16.032
695,Art,198.272,17.3488
696,Labels,47.36,17.76
697,Envelopes,200.984,62.8075
698,Labels,97.696,31.7512
699,Art,2.696,0.8088
700,Binders,18.588,-13.6312
701,Binders,4.896,-3.4272
702,Furnishings,15.072,4.1448
703,Furnishings,209.88,35.6796
704,Tables,369.912,-13.8717
705,Paper,10.368,3.6288
706,Appliances,166.84,18.7695
707,Accessories,15.216,2.2824
708,Accessories,119.96,52.7824
709,Bookcases,883.92,-110.49
710,Binders,46.72,15.768
711,Paper,55.48,26.6304
712,Envelopes,24.448,8.8624
713,Appliances,281.34,109.7226
714,Phones,307.98,89.3142
715,Accessories,299.97,113.9886
716,Binders,19.92,6.972
717,Furnishings,9.94,3.0814
718,Furnishings,103.056,24.4758
719,Binders,59.808,19.4376
720,Furnishings,73.32,21.996
721,Paper,146.82,73.41
722,Tables,1652.94,231.4116
723,Storage,296.37,80.0199
724,Furnishings,129.92,21.112
725,Supplies,45.584,5.1282
726,Envelopes,17.568,6.3684
727,Phones,55.992,5.5992
728,Paper,182.72,84.0512
729,Tables,400.032,-153.3456
730,Storage,33.63,10.089
731,Chairs,542.646,102.4998
732,Labels,6.3,3.024
733,Storage,242.94,9.7176
734,Accessories,179.97,86.3856
735,Binders,99.696,33.6474
736,Binders,27.936,9.4284
737,Bookcases,84.98,18.6956
738,Binders,18.72,6.552
739,Accessories,49.98,8.4966
740,Labels,11.784,4.2717
741,Storage,272.736,-64.7748
742,Binders,3.54,-5.487
743,Supplies,51.52,-10.948
744,Paper,3.528,1.1466
745,Paper,4.624,1.6762
746,Supplies,55.168,6.2064
747,Tables,567.12,-28.356
748,Storage,359.32,7.1864
749,Phones,11.992,0.8994
750,Binders,58.05,26.703
751,Furnishings,157.74,56.7864
752,Art,56.98,22.792
753,Binders,2.88,1.4112
754,Copiers,1199.976,374.9925
755,Furnishings,79.92,28.7712
756,Tables,383.438,-167.3184
757,Storage,24.56,6.8768
758,Accessories,119.8,47.92
759,Binders,13.128,4.2666
760,Paper,22.72,10.224
761,Paper,58.32,27.9936
762,Labels,12.39,5.6994
763,Phones,107.982,-26.9955
764,Envelopes,11.36,5.3392
765,Envelopes,50.94,25.47
766,Accessories,646.74,258.696
767,Binders,5.64,2.7072
768,Storage,572.58,34.3548
769,Furnishings,310.88,23.316
770,Chairs,641.96,179.7488
771,Binders,18.28,9.14
772,Phones,207,51.75
773,Binders,32.35,16.175
774,Binders,7.71,3.4695
775,Art,40.3,10.881
776,Furnishings,34.58,14.5236
777,Art,32.76,3.6855
778,Chairs,544.008,40.8006
779,Paper,59.94,28.1718
780,Paper,23.92,11.7208
781,Paper,4.28,1.926
782,Binders,32.07,-22.449
783,Accessories,24,-2.7
784,Bookcases,35.49,-15.6156
785,Accessories,47.984,0.5998
786,Envelopes,186.69,87.7443
787,Binders,17.456,5.8914
788,Chairs,348.928,34.8928
789,Binders,143.96,69.1008
790,Storage,15.42,4.1634
791,Binders,43.04,21.0896
792,Chairs,332.94,79.9056
793,Phones,1363.96,85.2475
794,Labels,9.96,4.5816
795,Paper,21.72,10.6428
796,Binders,20.16,9.8784
797,Paper,132.79,63.7392
798,Paper,12.96,6.2208
799,Labels,21.56,10.3488
800,Chairs,283.92,17.745
801,Furnishings,22.23,7.3359
802,Phones,215.968,18.8972
803,Appliances,355.32,99.4896
804,Paper,12.96,6.2208
805,Furnishings,18.28,6.2152
806,Art,43.176,4.3176
807,Phones,1983.968,247.996
808,Furnishings,28.4,11.076
809,Accessories,149.97,50.9898
810,Art,11.52,3.2256
811,Tables,1298.55,311.652
812,Appliances,213.92,62.0368
813,Accessories,25.78,2.578
814,Furnishings,18.28,6.2152
815,Accessories,1399.93,601.9699
816,Paper,51.84,24.8832
817,Paper,5.344,1.8704
818,Paper,41.472,14.5152
819,Binders,3.168,-2.4288
820,Chairs,1228.465,0
821,Binders,31.086,-22.7964
822,Paper,335.52,117.432
823,Accessories,239.97,71.991
824,Labels,9.82,4.8118
825,Accessories,67.8,4.068
826,Accessories,167.97,40.3128
827,Fasteners,35,16.8
828,Supplies,37.24,10.7996
829,Envelopes,15.28,7.4872
830,Chairs,301.96,90.588
831,Appliances,180.66,50.5848
832,Phones,191.98,51.8346
833,Phones,65.99,17.1574
834,Art,35.216,2.6412
835,Appliances,23.696,6.5164
836,Machines,265.475,-111.4995
837,Binders,51.184,-79.3352
838,Paper,9.664,3.2616
839,Phones,21.072,1.5804
840,Art,60.45,16.3215
841,Art,11.52,3.3408
842,Bookcases,186.048,9.3024
843,Binders,37.44,11.7
844,Binders,26.976,8.7672
845,Supplies,11.36,3.2944
846,Labels,14.62,6.8714
847,Phones,83.72,23.4416
848,Chairs,287.94,77.7438
849,Furnishings,48.896,8.5568
850,Accessories,115.36,49.6048
851,Art,5.16,1.3416
852,Paper,38.88,18.6624
853,Art,185.88,50.1876
854,Furnishings,44.46,14.6718
855,Storage,242.94,9.7176
856,Paper,39.96,18.7812
857,Supplies,102.3,26.598
858,Storage,21.36,5.7672
859,Paper,7.61,3.5767
860,Fasteners,7.16,3.58
861,Supplies,7.36,0.1472
862,Art,23.1,10.626
863,Accessories,191.472,40.6878
864,Art,5.248,0.5904
865,Phones,59.184,5.1786
866,Labels,2.89,1.3583
867,Furnishings,51.94,21.2954
868,Labels,15.936,5.1792
869,Binders,44.91,-35.928
870,Binders,1141.47,-760.98
871,Phones,280.782,-46.797
872,Paper,34.44,17.22
873,Paper,11.36,5.2256
874,Binders,106.344,37.2204
875,Paper,192.16,67.256
876,Furnishings,322.59,64.518
877,Accessories,29.99,13.1956
878,Accessories,371.97,66.9546
879,Binders,5.892,-4.1244
880,Binders,68.472,23.1093
881,Chairs,1242.9,262.39
882,Storage,30.84,8.3268
883,Art,13.48,5.9312
884,Furnishings,31.4,10.048
885,Furnishings,17.46,5.9364
886,Binders,13.944,4.5318
887,Storage,83.76,1.6752
888,Binders,37.66,18.4534
889,Paper,34.68,16.9932
890,Accessories,149.95,14.995
891,Binders,51.312,18.6006
892,Paper,4.54,2.043
893,Art,15.92,5.4128
894,Phones,543.92,135.98
895,Storage,155.82,42.0714
896,Binders,70.008,24.5028
897,Envelopes,15.648,5.0856
898,Labels,103.6,51.8
899,Paper,46.96,22.5408
900,Binders,8.904,-6.5296
901,Labels,10.44,3.393
902,Binders,18.336,-32.088
903,Phones,323.976,20.2485
904,Paper,20.04,9.6192
905,Storage,64.96,2.5984
906,Paper,12.96,6.2208
907,Bookcases,323.136,12.1176
908,Phones,90.93,2.7279
909,Binders,52.776,19.791
